 1, 2,2.59
 1, 3,4.03
 1, 4,2.28
 2, 5,4.58
 2, 6,2.52
 3, 5,3.14
 3, 7,5.87
 4, 6,2.83
 4, 7,7.62
 5, 8,6.11
 6, 8,8.17
 7, 8,3.38
